sheet,excel_row,time_s,current_A,provided_j_A_cm2,provided_j_A_m2,I_over_area25_A_cm2,implied_area_cm2,j_unit_conversion_error,provided_I_minus_25j_A,used_in_inherited_calibration,treatment
-25℃,164,32.2,92.7,0.305940594059406,3059.40594059406,3.708,302.99999999999994,4.547473508864641e-13,85.05148514851486,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,165,32.3999999999999,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,166,32.6,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,167,32.7999999999999,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,168,33,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,169,33.1999999999999,92.7,0.305940594059406,3059.40594059406,3.708,302.99999999999994,4.547473508864641e-13,85.05148514851486,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,170,33.3999999999999,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,171,33.5999999999999,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,172,33.7999999999999,93.1,0.307260726072607,3072.60726072607,3.7239999999999998,303.0000000000002,-4.547473508864641e-13,85.41848184818483,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,173,33.9999999999999,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,174,34.1999999999999,93,0.306930693069307,3069.30693069307,3.72,302.99999999999994,4.547473508864641e-13,85.32673267326733,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,175,34.3999999999999,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,176,34.5999999999999,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,177,34.7999999999999,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,178,34.9999999999999,93.1,0.307260726072607,3072.60726072607,3.7239999999999998,303.0000000000002,-4.547473508864641e-13,85.41848184818483,True,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,179,35.1999999999999,93.1,0.307260726072607,3072.60726072607,3.7239999999999998,303.0000000000002,-4.547473508864641e-13,85.41848184818483,False,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,180,35.3999999999999,93.1,0.307260726072607,3072.60726072607,3.7239999999999998,303.0000000000002,-4.547473508864641e-13,85.41848184818483,False,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,181,35.5999999999999,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,False,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,182,35.7999999999999,92.8,0.306270627062706,3062.70627062706,3.7119999999999997,303.0000000000002,-4.547473508864641e-13,85.14323432343235,False,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,183,35.9999999999999,92.7,0.305940594059406,3059.40594059406,3.708,302.99999999999994,4.547473508864641e-13,85.05148514851486,False,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,184,36.1999999999999,92.9,0.306600660066007,3066.00660066007,3.716,302.9999999999996,0.0,85.23498349834983,False,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,185,36.3999999999999,93.4,0.308250825082508,3082.50825082508,3.736,303.0000000000003,-4.547473508864641e-13,85.6937293729373,False,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
-25℃,186,36.5999999999999,92.5,0.305280528052805,3052.80528052805,3.7,303.0000000000003,0.0,84.86798679867988,False,沿用附件电流密度列与旧标定，不用总电流除以25替换密度
